#
# Results on Thu, 30 Apr 2026 02:50:21 GMT
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36; Manus-User/1.0
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,0,0,Welcome,NULL,PennController,0,_Trial_,Start,1777516887117,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,0,0,Welcome,NULL,PennController,0,_Header_,Start,1777516887117,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,0,0,Welcome,NULL,PennController,0,_Header_,End,1777516887117,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,0,0,Welcome,NULL,PennController,0,_Trial_,End,1777516912705,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,1,0,Background,NULL,PennController,1,_Trial_,Start,1777516912707,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,1,0,Background,NULL,PennController,1,_Header_,Start,1777516912707,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,1,0,Background,NULL,PennController,1,_Header_,End,1777516912707,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,1,0,Background,NULL,TextInput,Age,Final,30,1777516958590,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,1,0,Background,NULL,DropDown,Degree,Selected,Ph.D.,1777516952534,3
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,1,0,Background,NULL,PennController,1,_Trial_,End,1777516958590,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,2,0,Instructions,NULL,PennController,2,_Trial_,Start,1777516958592,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,2,0,Instructions,NULL,PennController,2,_Header_,Start,1777516958592,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,2,0,Instructions,NULL,PennController,2,_Header_,End,1777516958592,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,2,0,Instructions,NULL,PennController,2,_Trial_,End,1777516971053,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,3,0,AnnouncePractice,NULL,PennController,3,_Trial_,Start,1777516971054,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,3,0,AnnouncePractice,NULL,PennController,3,_Header_,Start,1777516971054,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,3,0,AnnouncePractice,NULL,PennController,3,_Header_,End,1777516971054,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,3,0,AnnouncePractice,NULL,PennController,3,_Trial_,End,1777516983320,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,4,0,Practice,NULL,PennController,4,_Trial_,Start,1777516983322,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,4,0,Practice,NULL,PennController,4,_Header_,Start,1777516983322,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,4,0,Practice,NULL,PennController,4,_Header_,End,1777516983322,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,4,0,Practice,NULL,Scale,Scale,Choice,7,1777516996235,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,4,0,Practice,NULL,PennController,4,_Trial_,End,1777516996237,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,5,0,AnnounceExperiment,NULL,PennController,5,_Trial_,Start,1777516996238,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,5,0,AnnounceExperiment,NULL,PennController,5,_Header_,Start,1777516996238,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,5,0,AnnounceExperiment,NULL,PennController,5,_Header_,End,1777516996238,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,5,0,AnnounceExperiment,NULL,PennController,5,_Trial_,End,1777517012619,NULL
# 13. ItemNo.
# 14. Condition.
# 15. Group.
# 16. UserAge.
# 17. UserDegree.
# 18. Comments.
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,16,0,Experiment,NULL,PennController,17,_Trial_,Start,1777517012621,11,Grammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,16,0,Experiment,NULL,PennController,17,_Header_,Start,1777517012621,11,Grammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,16,0,Experiment,NULL,PennController,17,_Header_,End,1777517012621,11,Grammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,16,0,Experiment,NULL,Scale,Scale,Choice,6,1777517032700,11,Grammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,16,0,Experiment,NULL,PennController,17,_Trial_,End,1777517032701,11,Grammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,33,0,Experiment,NULL,PennController,34,_Trial_,Start,1777517032702,58,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,33,0,Experiment,NULL,PennController,34,_Header_,Start,1777517032702,58,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,33,0,Experiment,NULL,PennController,34,_Header_,End,1777517032702,58,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,33,0,Experiment,NULL,Scale,Scale,Choice,1,1777517046465,58,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,33,0,Experiment,NULL,PennController,34,_Trial_,End,1777517046467,58,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,26,0,Experiment,NULL,PennController,27,_Trial_,Start,1777517046468,51,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,26,0,Experiment,NULL,PennController,27,_Header_,Start,1777517046468,51,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,26,0,Experiment,NULL,PennController,27,_Header_,End,1777517046468,51,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,26,0,Experiment,NULL,Scale,Scale,Choice,4,1777517059715,51,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,26,0,Experiment,NULL,PennController,27,_Trial_,End,1777517059716,51,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,25,0,Experiment,NULL,PennController,26,_Trial_,Start,1777517059718,50,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,25,0,Experiment,NULL,PennController,26,_Header_,Start,1777517059718,50,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,25,0,Experiment,NULL,PennController,26,_Header_,End,1777517059718,50,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,25,0,Experiment,NULL,Scale,Scale,Choice,3,1777517073715,50,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,25,0,Experiment,NULL,PennController,26,_Trial_,End,1777517073716,50,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,31,0,Experiment,NULL,PennController,32,_Trial_,Start,1777517073717,56,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,31,0,Experiment,NULL,PennController,32,_Header_,Start,1777517073717,56,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,31,0,Experiment,NULL,PennController,32,_Header_,End,1777517073717,56,Ungrammatical,A,30,Ph.D.,NULL
1777517421,965c6743ad440dd6eaf441586b84d5c2,PennController,31,0,Experiment,NULL,Scale,Scale,Choice,2,1777517086780,56,Ungrammatical,A,30,Ph.D.,NULL
